shipment_id	transport_mode	recorded_date	recorded_time	temperature_celsius	humidity_percentage	vibration_level	spoilage_status	cargo_type	origin_location	destination_location	exposure_duration_hours	spoilage_risk_percent	remaining_shelf_life_days	pressure_kpa	door_open_count	salinity_ppt	thermal_leakage_score
AIR0317	Air Freight	07/06/2026	4:50	2.5	31.3	0.1	Fresh	Meat	Chennai Airport	Amsterdam Airport	35.2	12.9	6	92.8	0	0	0
RAIL0899	Intermodal Rail	01/07/2024	13:40	7.9	67.4	1.4	Spoiled	Seafood	Ahmedabad	Jammu	138.5	89.9	1.5	0	0	0	9.5
TRK0989	Cold-Chain Road Truck	03/09/2025	2:45	12.3	95.3	5.7	At Risk	Fruits	Indore	Udaipur	22.6	32.8	9.5	0	4	0	0
AIR0962	Air Freight	03/02/2025	14:20	0.3	15.3	1.1	Fresh	Vegetables	Hyderabad Airport	Dubai Airport	46	15.8	9	83.2	0	0	0
AIR0902	Air Freight	23/04/2026	15:30	3.9	20.4	2.9	Fresh	Fruits	Hyderabad Airport	Dubai Airport	37.3	15	10.4	89.8	0	0	0
AIR0650	Air Freight	18/07/2024	13:40	0	34.3	0.3	Fresh	Flowers	Hyderabad Airport	Dubai Airport	30.2	12	4.7	93	0	0	0
AIR0524	Air Freight	01/04/2025	8:30	2.9	24.7	0.7	At Risk	Seafood	Hyderabad Airport	London Heathrow Airport	45.6	25.9	3.4	86.8	0	0	0
AIR0478	Air Freight	02/01/2025	10:25	3.6	25.7	0.2	Fresh	Pharmaceuticals	Mumbai Airport	Frankfurt Airport	35.7	7.5	28.9	88.7	0	0	0
TRK0479	Cold-Chain Road Truck	23/07/2026	23:55	0.8	83.5	5	At Risk	Seafood	Bengaluru	Lucknow	49.3	43.4	3.5	0	6	0	0
SEA0951	Sea Freight	26/06/2026	16:50	12.1	89.5	1.9	Fresh	Pharmaceuticals	Cochin Port	Dubai Port	436.7	16.4	27.6	0	0	34.7	0
TRK0025	Cold-Chain Road Truck	08/03/2025	19:00	6.8	71	6.5	At Risk	Dairy	Ahmedabad	Bengaluru	70.7	50.5	4.9	0	9	0	0
TRK0321	Cold-Chain Road Truck	20/07/2024	14:20	5.3	34.9	3.5	Fresh	Meat	Delhi	Mumbai	29.2	21.4	5.1	0	3	0	0
SEA0043	Sea Freight	11/04/2026	1:15	3.2	92.9	0.5	At Risk	Dairy	Cochin Port	Rotterdam Port	665.6	29.1	6.2	0	0	32.7	0
AIR0335	Air Freight	02/02/2025	13:00	3.9	30.9	5.2	Fresh	Vegetables	Hyderabad Airport	Singapore Airport	36.2	16.5	8.6	90.4	0	0	0
RAIL0294	Intermodal Rail	13/04/2024	9:35	8	64.5	4.7	Fresh	Dairy	Ahmedabad	Bengaluru	166.4	14	6.3	0	0	0	0.5
SEA0981	Sea Freight	06/12/2024	15:55	4.7	82.8	1.4	At Risk	Flowers	Kandla Port	Felixstowe Port	687.5	34.3	3.9	0	0	40	0
TRK0335	Cold-Chain Road Truck	05/02/2025	19:25	2.7	80.9	5.1	At Risk	Meat	Chennai	Bhopal	65.4	48.5	4.8	0	11	0	0
TRK0131	Cold-Chain Road Truck	16/10/2024	10:10	8.7	91.9	3	At Risk	Flowers	Bengaluru	Nashik	9.5	35	3.9	0	2	0	0
TRK0630	Cold-Chain Road Truck	20/06/2024	2:55	13.8	82.9	5.9	At Risk	Vegetables	Chennai	Hyderabad	65.9	44.5	7	0	9	0	0
TRK0569	Cold-Chain Road Truck	15/09/2024	1:35	14.9	83.6	4.9	At Risk	Fruits	Bhopal	Kolkata	49.1	34.1	9.4	0	6	0	0
SEA0473	Sea Freight	12/08/2025	11:10	0.4	99	1.6	Fresh	Meat	Kandla Port	Hamburg Port	437.2	16.1	5.3	0	0	29	0
AIR0182	Air Freight	29/12/2025	8:25	9.1	24.4	0.7	At Risk	Vegetables	Delhi Airport	Singapore Airport	45.9	27.9	8.1	67.1	0	0	0
SEA0970	Sea Freight	08/06/2025	8:50	4.8	91.4	1.3	Fresh	Pharmaceuticals	Mundra Port	Dubai Port	589.7	11.8	27.7	0	0	29.4	0
SEA0544	Sea Freight	18/01/2025	14:55	10	90.1	2.1	Fresh	Fruits	Vizag Port	Singapore Port	419.7	20.2	9.7	0	0	29.6	0
AIR0951	Air Freight	29/02/2024	4:40	-1.8	23.6	0.7	Fresh	Vegetables	Chennai Airport	Doha Airport	37.8	19	8.9	90.1	0	0	0
SEA0583	Sea Freight	24/02/2024	19:00	3.3	96.1	2.8	Fresh	Seafood	Kolkata Port	Colombo Port	505.4	22.1	3.5	0	0	26.4	0
RAIL0078	Intermodal Rail	07/06/2025	13:10	-1.3	90.6	1.5	At Risk	Seafood	Kolkata	Bengaluru	150.6	26.3	3.1	0	0	0	6.3
AIR0105	Air Freight	23/10/2024	6:45	2.8	24.2	0.4	Fresh	Seafood	Hyderabad Airport	Amsterdam Airport	37.4	23.8	3.2	75.7	0	0	0
AIR0174	Air Freight	14/10/2024	21:35	2.7	19.5	0.3	Fresh	Flowers	Hyderabad Airport	Dubai Airport	31.2	15.4	4.5	89.4	0	0	0
RAIL0239	Intermodal Rail	30/07/2026	22:20	10.6	68.1	3.8	Fresh	Fruits	Ahmedabad	Kochi	127.5	15	10.7	0	0	0	4.5
TRK0856	Cold-Chain Road Truck	04/09/2024	8:00	0.9	65.4	4.6	At Risk	Meat	Bhopal	Pune	51	35.6	4.6	0	6	0	0
RAIL0520	Intermodal Rail	29/05/2024	11:30	3.6	70.2	2.4	Fresh	Vegetables	Chennai	Kochi	147.5	22.9	8.7	0	0	0	7.8
RAIL0829	Intermodal Rail	31/12/2024	13:45	5.1	72.6	2.7	Fresh	Flowers	Chennai	Guwahati	157.3	23.9	3.9	0	0	0	4.1
SEA0822	Sea Freight	01/02/2026	7:00	3.8	84.7	2.2	At Risk	Flowers	Kandla Port	Colombo Port	611.8	27.8	4.3	0	0	33.8	0
AIR0677	Air Freight	03/02/2025	12:30	4.7	20.4	1.2	Fresh	Pharmaceuticals	Hyderabad Airport	Singapore Airport	36.9	10.7	28.4	86	0	0	0
TRK0846	Cold-Chain Road Truck	10/07/2024	19:20	5.7	75.1	5.2	At Risk	Flowers	Udaipur	Jaipur	24.9	29.9	4.1	0	5	0	0
RAIL0486	Intermodal Rail	03/07/2025	4:05	4.3	42.3	1.9	Fresh	Dairy	Delhi	Guwahati	151.4	16.7	6.1	0	0	0	4.3
SEA0976	Sea Freight	10/10/2025	10:00	5.3	85.5	2	Fresh	Vegetables	Cochin Port	Colombo Port	683.4	20.2	8.4	0	0	30.2	0
RAIL0414	Intermodal Rail	01/01/2024	10:20	2.8	30	2	Fresh	Dairy	Guwahati	Bengaluru	137.4	8.6	6.9	0	0	0	5.5
AIR0192	Air Freight	25/06/2025	16:15	-2.9	14.2	0.6	Fresh	Seafood	Chennai Airport	Singapore Airport	33.2	24.4	3.5	84.1	0	0	0
RAIL0131	Intermodal Rail	05/01/2024	9:10	7.8	81.1	2	At Risk	Vegetables	Kolkata	Nagpur	149.8	25.3	8	0	0	0	4.6
TRK0071	Cold-Chain Road Truck	29/07/2025	14:20	18.9	77.5	4.2	At Risk	Fruits	Bengaluru	Udaipur	40.1	41.3	8.6	0	5	0	0
TRK0555	Cold-Chain Road Truck	18/01/2026	23:05	7.2	66.2	4.9	At Risk	Dairy	Nashik	Indore	53.9	40.9	5.1	0	8	0	0
RAIL0002	Intermodal Rail	20/07/2024	1:15	1.1	30	3.2	Fresh	Meat	Kolkata	Bengaluru	162.4	1	5.8	0	0	0	3
AIR0624	Air Freight	13/05/2025	17:25	-2.3	35.5	0.4	Fresh	Meat	Delhi Airport	Amsterdam Airport	33.6	15.4	5.8	99	0	0	0
TRK0509	Cold-Chain Road Truck	19/04/2026	13:00	5.7	65.6	4.3	Fresh	Dairy	Nashik	Jaipur	33.6	23.9	6	0	6	0	0
AIR0836	Air Freight	25/03/2025	20:55	6.3	27.8	4.6	Fresh	Flowers	Chennai Airport	Singapore Airport	46.3	23.4	4.8	91.2	0	0	0
AIR0480	Air Freight	26/06/2024	19:15	2.5	22.3	1.2	Fresh	Flowers	Mumbai Airport	London Heathrow Airport	41.4	23.6	4.7	73.8	0	0	0
SEA0759	Sea Freight	13/08/2024	11:15	5.6	74.9	2.3	Fresh	Flowers	Kandla Port	Felixstowe Port	415.8	15.8	4.9	0	0	32.3	0
TRK0123	Cold-Chain Road Truck	16/02/2025	11:40	7.3	84.4	2.3	At Risk	Flowers	Mumbai	Kolkata	13.9	27.4	4.1	0	3	0	0
TRK0373	Cold-Chain Road Truck	24/06/2026	5:35	1.4	96.3	7.1	At Risk	Fruits	Indore	Pune	69.8	45.6	7.6	0	14	0	0
AIR0614	Air Freight	04/01/2025	18:20	3.7	44.3	1.1	Fresh	Pharmaceuticals	Chennai Airport	Frankfurt Airport	30	21.1	26.5	87.7	0	0	0
TRK0976	Cold-Chain Road Truck	04/11/2025	5:35	8.2	81.5	6.4	Spoiled	Seafood	Bhopal	Bengaluru	61.3	82.8	2.1	0	9	0	0
RAIL0369	Intermodal Rail	20/04/2025	18:00	9.4	49.9	2.6	Fresh	Fruits	Ahmedabad	Jammu	147.7	11.7	11.1	0	0	0	5.3
TRK0527	Cold-Chain Road Truck	27/08/2026	5:25	13.3	90.4	5.6	At Risk	Flowers	Indore	Ahmedabad	30	45.6	3.7	0	5	0	0
SEA0569	Sea Freight	21/11/2024	15:45	6.4	81.7	1.1	Fresh	Dairy	Cochin Port	Colombo Port	556.1	22	6.6	0	0	34.8	0
AIR0145	Air Freight	08/12/2024	13:35	2.8	29.8	0.9	Fresh	Pharmaceuticals	Kolkata Airport	Amsterdam Airport	39	14.1	27.8	84.3	0	0	0
RAIL0683	Intermodal Rail	08/12/2024	8:45	10.9	73.1	3.2	Fresh	Vegetables	Delhi	Bengaluru	157.3	20.1	9.2	0	0	0	1.1
SEA0685	Sea Freight	02/12/2025	12:45	7.6	97.2	1.8	Spoiled	Seafood	Kolkata Port	Singapore Port	710	97.1	1.5	0	0	40	0
AIR0123	Air Freight	01/05/2025	1:00	6.2	34.3	1.4	Fresh	Vegetables	Mumbai Airport	Dubai Airport	32.3	12.5	9	88.4	0	0	0
AIR0817	Air Freight	05/04/2024	22:40	3.8	20.7	0.2	Fresh	Meat	Kolkata Airport	Hong Kong Airport	29.3	10.9	5.8	85.1	0	0	0
SEA0952	Sea Freight	12/04/2026	5:40	4.3	91.9	1.5	Spoiled	Dairy	Vizag Port	Colombo Port	715.5	94.8	3	0	0	38.3	0
TRK0689	Cold-Chain Road Truck	02/11/2025	4:00	3.6	56.9	5.3	At Risk	Vegetables	Jaipur	Indore	58.8	32.5	7.9	0	10	0	0
AIR0294	Air Freight	27/04/2026	9:30	-3.1	18.3	0.7	Fresh	Flowers	Delhi Airport	London Heathrow Airport	42	21.3	4.4	80.8	0	0	0
TRK0480	Cold-Chain Road Truck	11/02/2024	15:40	12.1	73.1	6	At Risk	Meat	Indore	Ahmedabad	57.3	48.7	4.1	0	9	0	0
SEA0405	Sea Freight	17/08/2024	17:50	14.5	86.6	1.6	Fresh	Pharmaceuticals	Kandla Port	Rotterdam Port	436	19.4	26	0	0	36.9	0
TRK0843	Cold-Chain Road Truck	14/09/2024	7:20	13.9	92.6	7.2	At Risk	Fruits	Pune	Jaipur	68.9	45.8	8.6	0	8	0	0
SEA0345	Sea Freight	10/02/2025	9:10	13.5	79.1	5.3	Fresh	Fruits	Kandla Port	Los Angeles Port	652.4	23	11.2	0	0	26.4	0
TRK0559	Cold-Chain Road Truck	13/11/2024	11:35	5.9	69.3	3.1	Fresh	Meat	Kolkata	Chennai	19.1	20.6	5.1	0	3	0	0
RAIL0954	Intermodal Rail	12/05/2024	12:25	2.3	69.8	2.5	Fresh	Flowers	Mumbai	Jaipur	137.5	12.9	5	0	0	0	2
SEA0086	Sea Freight	01/02/2024	4:15	7.6	99	1.8	At Risk	Pharmaceuticals	Kolkata Port	Hamburg Port	700.2	25.4	25.9	0	0	29.9	0
SEA0817	Sea Freight	22/05/2025	22:00	10.6	98.7	0.9	Fresh	Fruits	Chennai Port	Dubai Port	449.5	19.2	10.6	0	0	31.5	0
RAIL0509	Intermodal Rail	17/03/2024	5:10	-3.9	54.7	1.5	Fresh	Meat	Kolkata	Nagpur	146.5	14.6	5.8	0	0	0	8.3
RAIL0390	Intermodal Rail	12/08/2026	17:05	8.3	63	3	Fresh	Vegetables	Guwahati	Chennai	129.3	7.8	9.4	0	0	0	3
TRK0274	Cold-Chain Road Truck	08/11/2025	11:50	0.7	89.3	4.9	At Risk	Vegetables	Ahmedabad	Nashik	40.6	27.2	7.9	0	7	0	0
SEA0083	Sea Freight	15/12/2025	15:45	15.5	88	1.7	Fresh	Fruits	Mundra Port	Los Angeles Port	361.4	19.9	10.3	0	0	33.1	0
TRK0616	Cold-Chain Road Truck	08/07/2026	19:30	10	89.1	2.7	Fresh	Vegetables	Jaipur	Kolkata	23.2	24.4	8.5	0	3	0	0
TRK0542	Cold-Chain Road Truck	05/11/2024	3:10	0.7	42.7	3.4	Fresh	Vegetables	Hyderabad	Mumbai	33.8	20.4	7.9	0	4	0	0
AIR0334	Air Freight	10/01/2025	17:05	2.7	26.1	0.9	Fresh	Seafood	Hyderabad Airport	Singapore Airport	26.1	11.3	4	84.7	0	0	0
TRK0349	Cold-Chain Road Truck	22/09/2024	11:00	2.4	64.5	3.3	Fresh	Meat	Bengaluru	Mumbai	14.5	18.8	5.3	0	2	0	0
AIR0463	Air Freight	24/04/2026	17:30	9.1	17.1	1.3	Fresh	Fruits	Mumbai Airport	Singapore Airport	31.3	15	10.2	86.3	0	0	0
SEA0784	Sea Freight	06/03/2025	5:55	5.3	99	2.8	Fresh	Pharmaceuticals	Mumbai Port	Rotterdam Port	632	13.7	27.6	0	0	27.9	0
AIR0319	Air Freight	14/09/2025	1:15	9.9	26.8	1.2	Fresh	Vegetables	Chennai Airport	Doha Airport	32.9	18	9	79.2	0	0	0
TRK0182	Cold-Chain Road Truck	02/01/2024	1:10	4.4	92.7	6.5	Spoiled	Flowers	Jaipur	Hyderabad	63.2	55.4	3.9	0	12	0	0
TRK0573	Cold-Chain Road Truck	20/05/2025	16:25	0.4	87.2	6	Spoiled	Seafood	Mumbai	Nashik	67.7	79.4	2.6	0	10	0	0
RAIL0274	Intermodal Rail	31/08/2024	17:20	3.6	41.5	2.3	Fresh	Meat	Kolkata	Chennai	136.8	12.2	5.6	0	0	0	5.9
AIR0635	Air Freight	10/12/2024	18:40	5.6	28.7	0.9	Fresh	Flowers	Delhi Airport	Amsterdam Airport	24.5	17.1	4.7	93.8	0	0	0
SEA0520	Sea Freight	09/08/2026	11:20	12.1	92.5	1.6	Fresh	Fruits	Mundra Port	Felixstowe Port	373.5	20.4	10.8	0	0	34.6	0
TRK0179	Cold-Chain Road Truck	30/01/2026	8:20	15	79.4	5.4	Spoiled	Flowers	Lucknow	Surat	55.8	78.8	2.5	0	7	0	0
SEA0359	Sea Freight	24/05/2024	5:55	7.7	85.6	2.1	Fresh	Seafood	Chennai Port	Rotterdam Port	384.7	24.8	3.6	0	0	28.6	0
RAIL0319	Intermodal Rail	22/10/2024	18:55	6.8	86	4.7	Fresh	Flowers	Kolkata	Bengaluru	151.4	18.1	4.9	0	0	0	2.4
AIR0906	Air Freight	18/03/2024	6:05	-0.5	22.6	0.6	Fresh	Seafood	Chennai Airport	Hong Kong Airport	41.4	14.3	3.7	95.2	0	0	0
AIR0872	Air Freight	09/02/2024	1:35	1	32.2	1.1	At Risk	Meat	Bengaluru Airport	Doha Airport	45.5	25	5.1	84	0	0	0
TRK0879	Cold-Chain Road Truck	10/09/2025	14:05	10.2	61.5	4	At Risk	Dairy	Jaipur	Indore	29.6	34.2	5.1	0	5	0	0
TRK0736	Cold-Chain Road Truck	08/03/2025	20:00	12.3	90.4	5.9	At Risk	Vegetables	Nashik	Delhi	57.9	38.9	7.4	0	7	0	0
SEA0230	Sea Freight	26/04/2026	6:10	2.3	87.1	1.9	Fresh	Pharmaceuticals	Mundra Port	Shanghai Port	656.7	14.5	27.4	0	0	31.8	0
TRK0547	Cold-Chain Road Truck	07/07/2024	7:45	1.6	79.8	3.4	Fresh	Pharmaceuticals	Bengaluru	Nashik	33.6	15.6	27.1	0	5	0	0
TRK0011	Cold-Chain Road Truck	31/07/2026	7:25	2.7	56.9	5	Fresh	Pharmaceuticals	Jaipur	Udaipur	23.8	17.3	26.7	0	4	0	0
TRK0718	Cold-Chain Road Truck	11/02/2025	19:55	4.5	63.5	3.8	At Risk	Dairy	Kolkata	Nashik	32.4	25.9	5.8	0	4	0	0
RAIL0104	Intermodal Rail	24/06/2024	14:25	3.9	78.8	2.9	Fresh	Vegetables	Ahmedabad	Chennai	124.8	18.9	8.3	0	0	0	6.9
AIR0544	Air Freight	03/10/2025	15:20	4	25.4	0.1	Fresh	Pharmaceuticals	Delhi Airport	London Heathrow Airport	24.7	11.5	28.5	70.3	0	0	0
SEA0816	Sea Freight	14/02/2026	19:20	5	93.4	2.2	At Risk	Seafood	Cochin Port	Hamburg Port	605.6	29.8	3.4	0	0	34.9	0
TRK0390	Cold-Chain Road Truck	02/01/2024	8:20	3	86	3.7	At Risk	Seafood	Hyderabad	Jaipur	38.1	41.4	3.3	0	5	0	0
TRK0475	Cold-Chain Road Truck	14/12/2024	7:50	3.3	80.8	4.1	Fresh	Seafood	Pune	Hyderabad	7.5	22.2	3.5	0	1	0	0
RAIL0822	Intermodal Rail	07/08/2026	8:15	3.7	43.5	0.9	Fresh	Seafood	Mumbai	Jaipur	166.9	13.7	3.3	0	0	0	2
TRK0239	Cold-Chain Road Truck	26/07/2024	20:00	8.2	74.7	5.9	At Risk	Flowers	Chennai	Pune	66.3	52	4	0	9	0	0
TRK0983	Cold-Chain Road Truck	04/02/2025	5:35	6.6	81.1	6.8	Spoiled	Meat	Kolkata	Udaipur	65.4	83.6	3.3	0	11	0	0
RAIL0071	Intermodal Rail	14/03/2024	22:05	2.6	92.4	2.6	Spoiled	Flowers	Kolkata	Kochi	145.9	84.8	2.2	0	0	0	5.9
SEA0463	Sea Freight	04/07/2026	14:05	9.2	89.8	1.3	At Risk	Seafood	Vizag Port	Jebel Ali Port	573.5	27.7	3.6	0	0	29.9	0
AIR0946	Air Freight	09/03/2025	12:45	2.8	36.7	1.4	Fresh	Dairy	Kolkata Airport	Doha Airport	39.1	20.3	6.6	86	0	0	0
AIR0829	Air Freight	15/03/2025	12:35	1.6	39.4	0.7	Fresh	Meat	Hyderabad Airport	Amsterdam Airport	29.1	13.9	5.2	84.4	0	0	0
RAIL0432	Intermodal Rail	30/11/2024	4:35	7.2	50.7	2.6	Fresh	Pharmaceuticals	Kolkata	Jammu	153.1	8.3	28.2	0	0	0	1.4
TRK0730	Cold-Chain Road Truck	18/08/2024	12:40	6.1	62	1.8	Fresh	Pharmaceuticals	Bengaluru	Bhopal	3.1	7.3	28.7	0	1	0	0
TRK0958	Cold-Chain Road Truck	21/04/2024	22:10	18.6	64.5	6.9	At Risk	Pharmaceuticals	Jaipur	Udaipur	67.4	42.4	21.5	0	9	0	0
TRK0955	Cold-Chain Road Truck	24/03/2025	20:40	0.4	69.7	3	Fresh	Meat	Udaipur	Bhopal	15.4	20.9	5.3	0	2	0	0
RAIL0133	Intermodal Rail	12/08/2026	20:35	-3.5	76.1	3	Fresh	Meat	Mumbai	Guwahati	143.2	22.6	5.4	0	0	0	8.5
SEA0967	Sea Freight	19/10/2024	23:30	2.2	98.3	1.8	Fresh	Pharmaceuticals	Mumbai Port	Shanghai Port	636	24.3	25.8	0	0	37.8	0
SEA0088	Sea Freight	24/02/2025	8:45	11.4	86.2	1.5	Fresh	Vegetables	Vizag Port	Colombo Port	681.3	21.9	9	0	0	28.9	0
RAIL0118	Intermodal Rail	02/05/2024	2:45	6.9	65.8	2.4	Fresh	Vegetables	Mumbai	Bengaluru	158.4	18.9	8.4	0	0	0	4.1
AIR0290	Air Freight	27/09/2024	22:55	1.2	37.1	1.1	Fresh	Meat	Hyderabad Airport	Hong Kong Airport	29.4	16.7	5.4	79.1	0	0	0
AIR0133	Air Freight	19/08/2024	16:15	3.2	22.5	4.5	Fresh	Dairy	Kolkata Airport	Hong Kong Airport	47	19	6.4	89.9	0	0	0
AIR0146	Air Freight	28/01/2025	12:50	3.4	18.3	5.4	Fresh	Pharmaceuticals	Bengaluru Airport	Amsterdam Airport	25.2	4.6	29.2	76.8	0	0	0
RAIL0686	Intermodal Rail	14/08/2024	17:20	2	55.1	1.7	Fresh	Meat	Delhi	Jammu	131.3	13.4	5.5	0	0	0	4
SEA0840	Sea Freight	16/06/2025	12:05	3.7	93.2	1.4	Fresh	Dairy	Kandla Port	Jebel Ali Port	621.2	23.3	6.2	0	0	26.5	0
TRK0968	Cold-Chain Road Truck	23/01/2025	23:15	1	31	6.2	At Risk	Fruits	Indore	Chennai	63	27.3	8.9	0	9	0	0
SEA0484	Sea Freight	15/04/2025	13:30	14.5	99	2.5	Fresh	Fruits	Cochin Port	Dubai Port	389.2	21.3	10.5	0	0	29.3	0
RAIL0182	Intermodal Rail	28/02/2025	14:15	3.5	95	2	Fresh	Dairy	Mumbai	Nagpur	147.4	21.5	6.5	0	0	0	3.4
SEA0741	Sea Freight	13/01/2024	13:15	6.2	87.4	1.8	Fresh	Vegetables	Kolkata Port	Rotterdam Port	463.7	17.4	8.7	0	0	30.8	0
RAIL0977	Intermodal Rail	17/04/2024	22:50	2.4	45.7	3.5	Fresh	Pharmaceuticals	Delhi	Bengaluru	164.5	16.1	27	0	0	0	7
TRK0107	Cold-Chain Road Truck	09/08/2024	19:10	12.4	78.2	5.3	At Risk	Fruits	Surat	Jaipur	47.2	33.2	9.5	0	6	0	0
RAIL0510	Intermodal Rail	12/10/2024	22:45	4.6	58.2	2	Fresh	Vegetables	Ahmedabad	Chennai	141.2	13.2	9.3	0	0	0	5.6
AIR0956	Air Freight	26/08/2024	4:05	3.8	13.6	0.8	Fresh	Flowers	Chennai Airport	Amsterdam Airport	30.4	11	4.2	88.6	0	0	0
AIR0263	Air Freight	14/09/2024	0:30	2.8	33.7	0.7	Fresh	Meat	Chennai Airport	Amsterdam Airport	28.8	19.6	5.7	76.9	0	0	0
SEA0955	Sea Freight	02/11/2024	3:20	3.4	72.5	0.9	At Risk	Meat	Kolkata Port	Hamburg Port	682.6	25.2	4.7	0	0	33.7	0
TRK0423	Cold-Chain Road Truck	18/11/2024	18:40	10.9	86.7	4.2	Fresh	Vegetables	Kolkata	Delhi	28.3	24.7	8.4	0	5	0	0
SEA0121	Sea Freight	14/01/2024	3:30	0.5	86.6	1.5	Fresh	Seafood	Mundra Port	Jebel Ali Port	577.8	16	3.3	0	0	27.8	0
AIR0318	Air Freight	29/08/2026	10:00	3.3	36.2	0.6	Fresh	Pharmaceuticals	Bengaluru Airport	Hong Kong Airport	44.9	15.5	27.3	83.4	0	0	0
RAIL0716	Intermodal Rail	18/03/2026	22:50	2.1	63.9	3.9	Fresh	Dairy	Chennai	Nagpur	139.7	22.1	6.5	0	0	0	5.6
AIR0239	Air Freight	25/08/2024	4:15	1.7	30.2	0.9	Fresh	Seafood	Chennai Airport	Frankfurt Airport	32.3	20.8	3.5	87	0	0	0
SEA0745	Sea Freight	10/10/2025	5:30	4.7	93.3	0.6	Fresh	Pharmaceuticals	Kolkata Port	Rotterdam Port	549.9	18.5	26.4	0	0	29.2	0
TRK0355	Cold-Chain Road Truck	06/05/2025	15:30	14.3	62.8	4.6	At Risk	Pharmaceuticals	Udaipur	Bengaluru	36.7	27.1	24.6	0	5	0	0
TRK0800	Cold-Chain Road Truck	04/09/2024	9:50	14.9	78.4	4.6	At Risk	Dairy	Kolkata	Lucknow	30.4	39.4	4.6	0	4	0	0
TRK0319	Cold-Chain Road Truck	06/09/2024	2:00	9.7	42.9	0.2	Fresh	Pharmaceuticals	Kolkata	Lucknow	2.1	9	28.3	0	1	0	0
SEA0650	Sea Freight	24/08/2025	22:30	0.3	90.3	1	Fresh	Meat	Mundra Port	Rotterdam Port	546.7	17.1	5.8	0	0	32.1	0
TRK0909	Cold-Chain Road Truck	08/06/2025	0:00	12.5	84.7	3.5	At Risk	Dairy	Hyderabad	Jaipur	15.3	31.5	5.1	0	3	0	0
RAIL0107	Intermodal Rail	28/10/2025	23:00	1.2	56.5	2.6	Fresh	Meat	Ahmedabad	Jammu	131.3	19.6	5.4	0	0	0	4.7
AIR0800	Air Freight	08/07/2024	11:30	4.9	28.4	0.3	Fresh	Flowers	Mumbai Airport	Doha Airport	35.8	12.2	4.5	92.6	0	0	0
RAIL0745	Intermodal Rail	09/08/2025	14:00	1.6	54.5	1.7	Fresh	Dairy	Guwahati	Chennai	120.6	11.1	6.9	0	0	0	2.2
SEA0128	Sea Freight	16/02/2025	3:50	2.7	95.8	1.4	Spoiled	Meat	Cochin Port	Jebel Ali Port	705.6	83.5	2.8	0	0	29.6	0
TRK0414	Cold-Chain Road Truck	24/07/2024	2:20	4.4	35.6	1.6	Fresh	Pharmaceuticals	Bengaluru	Surat	3.5	6.7	28.8	0	1	0	0
AIR0473	Air Freight	05/10/2024	12:35	6.5	18	0.1	Fresh	Pharmaceuticals	Delhi Airport	Singapore Airport	43	18.3	27.4	86.3	0	0	0
TRK0635	Cold-Chain Road Truck	14/08/2025	0:55	16.8	74.9	5.1	At Risk	Flowers	Surat	Bhopal	44.2	53.6	3.1	0	7	0	0
SEA0414	Sea Freight	15/01/2026	0:40	7	81	5	Fresh	Pharmaceuticals	Mundra Port	Colombo Port	469.5	15.4	26.9	0	0	30.7	0
AIR0224	Air Freight	02/02/2026	3:00	-5	39.4	0.4	Fresh	Dairy	Hyderabad Airport	Amsterdam Airport	27.6	14	6.2	94.4	0	0	0
RAIL0263	Intermodal Rail	08/06/2025	20:35	2.7	55	2.9	Fresh	Dairy	Guwahati	Bengaluru	137.4	12.4	6.5	0	0	0	4.9
RAIL0664	Intermodal Rail	18/06/2024	5:05	5.3	46.8	3.3	Fresh	Dairy	Chennai	Nagpur	151.9	16.9	6	0	0	0	5.3
AIR0141	Air Freight	27/06/2025	22:35	5.4	19.8	1.2	Fresh	Vegetables	Bengaluru Airport	Frankfurt Airport	44.4	20.1	9	82.6	0	0	0
AIR0114	Air Freight	09/05/2024	13:30	8.7	18.7	0.5	Fresh	Flowers	Mumbai Airport	London Heathrow Airport	44.1	24.4	4.4	88.7	0	0	0
SEA0884	Sea Freight	03/12/2024	5:40	7.2	88.3	1.7	Fresh	Meat	Mumbai Port	Los Angeles Port	442.2	21.6	5.2	0	0	36.9	0
SEA0249	Sea Freight	21/01/2024	7:00	3	93.6	1.1	Fresh	Dairy	Mundra Port	Dubai Port	441.7	23.8	6.4	0	0	36.7	0
SEA0184	Sea Freight	05/08/2026	4:25	1.6	99	1.8	Fresh	Seafood	Chennai Port	Jebel Ali Port	386.4	19.7	3.5	0	0	27.2	0
SEA0705	Sea Freight	02/08/2026	8:40	4.8	74.6	1.4	Fresh	Flowers	Mundra Port	Los Angeles Port	392.8	11.1	3.9	0	0	25.6	0
RAIL0237	Intermodal Rail	29/11/2025	2:05	13.2	83.5	2.5	At Risk	Fruits	Kolkata	Guwahati	140.4	26.9	10.2	0	0	0	6.6
TRK0544	Cold-Chain Road Truck	13/12/2025	23:05	5.1	25	4.2	At Risk	Seafood	Chennai	Indore	58.5	36.1	3.6	0	7	0	0
SEA0302	Sea Freight	20/09/2024	6:55	4.3	93.4	1.2	Fresh	Pharmaceuticals	Kandla Port	Felixstowe Port	579.2	14.2	27.6	0	0	36.1	0
SEA0369	Sea Freight	14/07/2024	8:40	1.3	93.6	2.8	At Risk	Meat	Mumbai Port	Colombo Port	648.8	29.4	5.1	0	0	32.8	0
